book_id,goodreads_book_id,genres
829,3087,"adult-fiction,british-literature,classic-fiction,classic-literature,classics,classics-to-read,english-literature,fiction,general-fiction,historical,historical-fiction,historical-romance,literary-fiction,literature,modern-classics,romance,the-classics,to-read-classics,to-read-fiction"
830,6931356,"contemporary,contemporary-fiction,contemporary-romance,contemporary-ya,fiction,realistic-fiction,romance,teen,teen-fiction,ya,ya-books,ya-contemporary,ya-fiction,ya-romance,young-adult,young-adult-fiction"
831,1295102,"contemporary,contemporary-fiction,contemporary-romance,contemporary-ya,fiction,realistic-fiction,romance,teen,teen-books,teen-fiction,teen-romance,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-realistic-fiction,ya-romance,young-adult,young-adult-fiction,young-adult-romance"
832,268602,"adult-fiction,contemporary,contemporary-romance,crime,crime-mystery,crime-thriller,detective,fantasy,fiction,murder-mystery,mystery,mystery-crime,mystery-romance,mystery-suspense,mystery-thriller,romance,romance-suspense,romantic-suspense,sci-fi,sci-fi-fantasy,science-fiction,scifi,suspense,suspense-mystery,suspense-thriller,thriller,thriller-suspense,thrillers,vaginal-fantasy"
833,5355,"adult-fiction,contemporary,contemporary-fiction,crime,crime-mystery,crime-mystery-thriller,crime-thriller,fiction,general-fiction,legal-fiction,legal-thriller,legal-thrillers,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,pop-fiction,popular-fiction,suspense,suspense-thriller,thriller,thriller-mystery,thrillers"
834,4502877,"contemporary,fantasy,fantasy-paranormal,fantasy-romance,fantasy-sci-fi,fiction,love-story,paranormal-fantasy,paranormal-romance,romance,sci-fi,sci-fi-fantasy,science-fiction,teen,teen-fiction,vampire-romance,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,ya-paranormal,ya-romance,young-adult,young-adult-fantasy,young-adult-fiction"
835,204042,"anime-manga,children,comic-manga,comics,comics-and-manga,comics-graphic-novels,comics-manga,fantasy,favorite-manga,fiction,graphic-novel,graphic-novels,graphic-novels-and-manga,graphic-novels-comics,graphic-novels-manga,manga-and-comics,manga-and-graphic-novels,manga-anime,manga-books,manga-comic,manga-comics,manga-graphic-novel,manga-graphic-novels,manga-i-ve-read,manga-manhwa,manga-read,manga-series,manga-to-read,mangas,mangas-comics,owned-manga,read-manga,read-mangas,romance,shonen-manga,teen,to-read-manga,ya,young-adult"
836,13227454,"adult-fiction,british-literature,contemporary,contemporary-fiction,fiction,general-fiction,literary-fiction,literature,modern-fiction,realistic-fiction,to-read-fiction"
837,13262783,"contemporary,contemporary-fiction,fantasy,fiction,magical-realism,realistic-fiction,romance,sci-fi,sci-fi-fantasy,science-fiction,teen,teen-fiction,ya,ya-books,ya-contemporary,ya-fantasy,ya-fiction,ya-lit,ya-romance,young-adult,young-adult-fiction"
838,8648,"adult-fiction,aliens,classics,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,philosophy,read-fiction,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,speculative-fiction,war,ya,young-adult"
839,24128,"adult-fiction,british-literature,classic-fiction,classic-literature,classics,classics-read,classics-to-read,english-literature,fiction,historical,historical-fiction,history,literature,poetry,poetry-and-plays,poetry-plays,romance,the-classics,to-read-classics"
840,402093,"adult-fiction,classics,contemporary,contemporary-fiction,fantasy,fiction,fiction-historical,general-fiction,historic-fiction,historical,historical-fiction,historical-novel,historical-novels,historicalfiction,history,history-fiction,japanese-literature,literary-fiction,literature,modern-fiction,romance,thriller,to-read-fiction,war"
841,42900,"adult-fiction,adult-romance,contemporary,contemporary-romance,erotic-romance,fantasy,fantasy-paranormal,fantasy-romance,fiction,paranormal-fantasy,paranormal-romance,romance,romance-paranormal,vampire-romance"
842,16096824,"fairy-tales,fantasy,fantasy-romance,fantasy-sci-fi,fiction,magic,paranormal-romance,romance,royalty,sci-fi-fantasy,teen,ya,ya-fantasy,ya-fiction,young-adult"
843,13584236,"adult-fiction,adult-romance,contemporary,contemporary-romance,erotic-romance,fiction,romance"
844,293595,"children,children-books,children-picture-books,children-s,children-s-book,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-book,childrens-books,childrens-lit,childrens-literature,childrens-picture-books,childrensbooks,classics,favorite-children-s-books,fiction,poetry"
845,6393631,"autobiography,biography,biography-memoir,children,children-s,children-s-books,children-s-lit,children-s-literature,childrens,childrens-books,childrens-lit,comics,comics-and-graphic-novels,comics-graphic-novels,contemporary,fiction,graphic-novel,graphic-novels,graphic-novels-and-comics,graphic-novels-comics,graphic-novels-manga,juvenile-fiction,manga,memoir,memoirs,middle-grade,middle-grades,non-fiction,nonfiction,realistic-fiction,teen,ya,ya-books,ya-fiction,ya-lit,young-adult"
846,5472,"adult-fiction,british-literature,classic-fiction,classic-literature,classics,classics-to-read,english-literature,fantasy,fiction,fiction-literature,general-fiction,historical-fiction,history,literary-fiction,literature,modern-classics,philosophy,politics,read-fiction,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,the-classics,ya,young-adult"
847,5161,"adult-fiction,contemporary,contemporary-fiction,crime,fiction,fiction-general,general-fiction,literary-fiction,literature,modern-fiction,mystery,mystery-suspense,mystery-thriller,popular-fiction,read-fiction,realistic-fiction,suspense,women-s-fiction,womens-fiction"
848,12555,"adult-fiction,asian-literature,classics,contemporary,contemporary-fiction,contemporary-literature,fiction,general-fiction,historical,historical-fiction,history,literary-fiction,literature,modern-fiction,popular-fiction,realistic-fiction,to-read-fiction"
849,402013,"a-fiction,children,children-s,children-s-books,childrens,contemporary,contemporary-fiction,contemporary-ya,fiction,middle-grade,printz-award,realistic-fiction,romance,teen,teen-books,teen-fiction,teen-reads,teenlit,teens,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-novels,ya-romance,young-adult,young-adult-books,young-adult-fiction"
850,13538873,"adult-fiction,contemporary,contemporary-fiction,fantasy,fiction,general-fiction,literary-fiction,literature,magical-realism,mystery,mystery-thriller,realistic-fiction,sci-fi,sci-fi-fantasy,science-fiction,to-read-fiction,ya,young-adult"
851,43448,"adult-fiction,classics,contemporary,contemporary-fiction,creepy,crime,fantasy,fiction,general-fiction,gothic,gothic-horror,horror,mystery,mystery-thriller,realistic-fiction,romance,suspense,teen,thriller,ya,ya-fiction,young-adult"
852,25899336,"adult-non-fiction,adult-nonfiction,autobiography,autobiography-memoir,bio-memoir,biographies-and-memoirs,biographies-memoirs,biography,biography-and-memoir,biography-autobiography,biography-memoir,contemporary,fiction,memoir,memoir-autobiography,memoir-bio,memoir-biography,memoirs,memoirs-biographies,non-fiction,non-fiction-to-read,nonfiction,philosophy,psychology,to-read-non-fiction,to-read-nonfiction"
853,139463,"award-winner,award-winners,award-winning,children,children-s,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-young-adult,childrens,childrens-books,childrens-lit,classics,contemporary,fiction,historical-fiction,juvenile-fiction,middle-grade,middle-grades,newbery-award,newbery-award-winners,realistic-fiction,teen,ya,ya-fiction,ya-lit,young-adult,young-adult-fiction"
854,22290,"adult-fiction,american-literature,classics,crime,fiction,general-fiction,horror,literary-fiction,literature,modern-fiction,suspense,transgressive-fiction"
855,1625,"adult-fiction,british-literature,classic-fiction,classic-literature,classics,classics-read,classics-to-read,english-literature,fantasy,fiction,historical,historical-fiction,literature,poetry,poetry-and-plays,poetry-plays,romance,the-classics,to-read-classics"
856,12936,"children,children-s,children-s-books,children-s-lit,children-s-literature,childrens-books,fantasy,fantasy-sci-fi,fiction,juvenile-fiction,middle-grade,sci-fi-fantasy,science-fiction,scifi,scifi-fantasy,speculative-fiction,ya,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-books,young-adult-fiction,young-adult-lit"
857,902,"award-winner,award-winners,children,children-s,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-young-adult,childrens,childrens-books,childrens-lit,childrens-literature,classics,contemporary,fantasy,fiction,juvenile-fiction,middle-grade,middle-grades,mystery,mystery-and-suspense,mystery-crime,mystery-suspense,mystery-thriller,newbery-award,realistic-fiction,suspense,teen,thriller,ya,ya-fiction,ya-lit,young-adult,young-adult-fiction"
858,15839976,"adult-fiction,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,mythology,romance,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,space,speculative-fiction,teen,thriller,war,ya,ya-fantasy,young-adult"
859,3227063,"adult-fantasy,adult-fiction,fantasy,fantasy-epic,fantasy-fiction,fantasy-read,fantasy-sci-fi,fantasy-scifi,fantasy-series,fantasy-to-read,fiction,gritty-fantasy,magic,read-fantasy,romance,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,sf-fantasy,to-read-fantasy,war,ya,young-adult"
860,30868,"adult-fiction,american-literature,classics,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,literary-fiction,literature,modern-fiction,realistic-fiction,to-read-fiction,ya,young-adult"
861,15745950,"adult-romance,college-romance,contemporary,contemporary-romance,fiction,new-adult-romance,realistic-fiction,romance,ya,young-adult"
862,17332218,"adult-fantasy,adult-fiction,fantasy,fantasy-epic,fantasy-fiction,fantasy-sci-fi,fantasy-scifi,fantasy-series,fantasy-to-read,favorite-fantasy,fiction,fiction-fantasy,magic,military,romance,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,speculative-fiction,to-read-fantasy,war"
863,301736,"02-fantasy,books-for-children,children,children-books,children-s,children-s-book,children-s-books,children-s-lit,children-s-literature,children-s-picture-books,children-ya,children-young-adult,childrens,childrens-book,childrens-books,childrens-lit,childrens-literature,childrens-picture-books,childrensbooks,classics,fantasy,favorite-children-s-books,fiction,for-children,young-children"
864,10967,"adult-fiction,fantasy,fantasy-sci-fi,fiction,fiction-historical,general-fiction,historic-fiction,historical,historical-fantasy,historical-fiction,historical-romance,historicalfiction,history,paranormal-romance,romance,romance-historical,sci-fi,sci-fi-fantasy,science-fiction,scifi-fantasy"
865,10628,"adult-fiction,contemporary,creepy,detective,fantasy,fiction,fiction-horror,general-fiction,ghost,horror,horror-fiction,horror-suspense,horror-thriller,mystery,mystery-thriller,sci-fi,science-fiction,short-fiction,suspense,thriller,thriller-horror,thrillers"
866,126232,"adult-fiction,classics,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,horror,horror-thriller,literature,modern-classics,modern-fiction,mystery,mystery-suspense,mystery-thriller,popular-fiction,sci-fi,science-fiction,suspense,suspense-thriller,thriller,thriller-suspense,thrillers,to-read-fiction"
867,3867,"adult-fiction,american-literature,contemporary,contemporary-fiction,fiction,general-fiction,historical,historical-fiction,history,literary-fiction,literature,modern-fiction,mystery,realistic-fiction,romance,to-read-fiction,world-war-ii"
868,19302,"children,children-books,children-s,children-s-book,children-s-books,children-s-chapter-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-ya,children-young-adult,childrens,childrens-books,childrens-classics,childrens-fiction,childrens-lit,childrens-literature,classics,fantasy,fiction,juvenile-fiction,literature,middle-grade,ya,young-adult"
869,2967752,"contemporary,contemporary-literature,european-literature,fiction,fiction-general,fiction-literature,fiction-to-read,literary-fiction,realistic-fiction,ya,young-adult"
870,2199,"american-history,biographies-memoirs,biography,biography-autobiography,biography-memoir,civil-war,historical,historical-fiction,historical-non-fiction,history,history-american,history-biography,history-books,history-nonfiction,history-politics,history-to-read,memoir-biography,non-fiction,non-fiction-history,non-fiction-to-read,nonfiction,nonfiction-history,nonfiction-to-read,politics,to-read-history,to-read-non-fiction,to-read-nonfiction,u-s-history,us-history,war"
871,7091488,"adult-fiction,contemporary,fantasy,fantasy-paranormal,fantasy-sci-fi,fiction,horror,magic,mystery,mystery-thriller,paranormal-fantasy,paranormal-fiction,paranormal-romance,romance,sci-fi,sci-fi-fantasy,science-fiction,scifi-fantasy,suspense,vampire-fiction,vampire-romance,witches,young-adult"
872,11989,"adult-fiction,classic-fiction,classic-literature,classics,classics-to-read,contemporary,european-literature,fiction,fiction-literature,fiction-to-read,french-literature,general-fiction,historical,historical-fiction,horror,literary-fiction,literature,modern-classics,modern-fiction,philosophy,psychology,to-read-classics,to-read-fiction,world-literature"
873,78418,"children,children-books,children-s,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-young-adult,childrens,childrens-books,childrens-fiction,childrens-lit,classics,contemporary,fantasy,fiction,gothic,juvenile-fiction,middle-grade,mystery,realistic-fiction,teen,ya,ya-fiction,young-adult"
874,13547180,"adult-nonfiction,autobiography,autobiography-memoir,bio-memoir,biographies-memoirs,biography,biography-autobiography,biography-memoir,contemporary,fiction,memoir,memoir-autobiography,memoir-bio,memoir-biography,memoirs,memoirs-biographies,mystery,non-fiction,non-fiction-to-read,nonfiction,psychology,to-read-non-fiction,to-read-nonfiction"
875,305234,"contemporary,fairy-tales,fantasy,fantasy-paranormal,fantasy-romance,fantasy-sci-fi,fiction,magic,paranormal-fantasy,paranormal-romance,romance,royalty,sci-fi-fantasy,teen,teen-fiction,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,ya-paranormal,ya-romance,young-adult,young-adult-fantasy,young-adult-fiction,young-adults"
876,420297,"children,children-and-young-adult,children-books,children-fiction,children-s,children-s-book,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,children-ya,childrens,childrens-book,childrens-books,childrens-fiction,childrens-lit,childrens-literature,childrens-picture-books,childrensbooks,classics,fantasy,favorite-children-s-books,fiction,juvenile-fiction,read-childrens,young-adult,young-children"
877,27712,"children,children-books,children-s,children-s-books,children-s-lit,children-s-literature,children-ya,childrens,childrens-books,childrens-lit,childrens-literature,classics,dragons,fairy-tales,fantasy,fantasy-and-sci-fi,fantasy-sci-fi,fantasy-scifi,fiction,genre-fantasy,german-literature,literature,magic,middle-grade,sci-fi,sci-fi-fantasy,scifi-fantasy,teen,ya,ya-fantasy,ya-fiction,young-adult"
878,13912,"auto-biography,autobiography,biographies-memoirs,biography,biography-and-memoir,biography-autobiography,biography-memoir,classics,contemporary,economics,fiction,historical,historical-fiction,history,history-biography,literature,memoir,memoir-biography,memoirs,memoirs-and-biographies,non-fiction,nonfiction,psychology,to-read-non-fiction,to-read-nonfiction"
879,41681,"adult-fiction,american-classics,american-history,american-literature,classic-fiction,classic-literature,classics,classics-to-read,economics,fiction,fiction-classics,fiction-literature,general-fiction,historical,history,modern-classics,non-fiction,nonfiction,philosophy,realistic-fiction,the-classics,to-read-classics,to-read-fiction"
880,2800905,"contemporary,fantasy,fantasy-paranormal,fiction,ghost,ghosts,horror,magic,mystery,paranormal-fantasy,paranormal-romance,romance,sci-fi,teen,teen-fiction,thriller,witches,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,young-adult,young-adult-fantasy,young-adult-fiction"
881,63697,"adult-non-fiction,biography,classics,fiction,history,literature,memoir,non-fiction,non-fiction-to-read,nonfiction,nonfiction-to-read,philosophy,psychology,psychology-books,psychology-sociology,to-read-non-fiction,to-read-nonfiction"
882,92364,"action-thriller,adult-fiction,british-literature,classics,crime,crime-thriller,fiction,fiction-historical,fiction-thriller,general-fiction,historic-fiction,historical,historical-fiction,historical-mystery,history,military,mystery,mystery-crime,mystery-suspense,mystery-thriller,mystery-thrillers,romance,spy-thriller,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers,to-read-fiction,war,world-war-2,world-war-ii,world-war-ll"
883,78433,"adult-fiction,canadian-literature,classics,contemporary,contemporary-fiction,fantasy,fiction,general-fiction,historical,historical-fiction,literary-fiction,literature,modern-fiction,mystery,romance,sci-fi,science-fiction,to-read-fiction"
884,23164983,"children,contemporary,fantasy,fantasy-sci-fi,fiction,historical,historical-fiction,horror,magic,magical-realism,mystery,romance,sci-fi,sci-fi-fantasy,science-fiction,teen,thriller,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fiction"
885,359770,"adult-fiction,classics,contemporary,contemporary-fiction,contemporary-lit,fiction,fiction-literature,general-fiction,literary-fiction,literature,modern-fiction,mystery,realistic-fiction,suspense,thriller,to-read-fiction"
886,17235026,"adult-fiction,contemporary,creepy,fantasy,fantasy-sci-fi,fiction,horror,horror-thriller,mystery,mystery-thriller,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,suspense,thriller,to-read-fiction,ya,young-adult"
887,77013,"adult-fiction,american-classics,american-literature,classic-fiction,classic-literature,classics,classics-to-read,fiction,general-fiction,gothic,historical,historical-fiction,literary-fiction,literature,modern-classics,southern-fiction,southern-gothic,southern-literature,to-read-classics,to-read-fiction"
888,98573,"books-for-children,children,children-books,children-s,children-s-book,children-s-books,children-s-books-read,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,children-ya,children-young-adult,childrens,childrens-book,childrens-books,childrens-classics,childrens-fiction,childrens-lit,childrens-literature,childrens-picture-books,childrens-ya,childrensbooks,classics,fantasy,favorite-children-s-books,favorite-childrens-books,fiction,young-adult,young-children"
889,35729,"adult-fiction,adult-romance,contemporary,contemporary-romance,dragons,erotic-romance,fantasy,fantasy-paranormal,fantasy-romance,fiction,paranormal-fantasy,paranormal-romance,romance,romance-paranormal,suspense,vampire-romance"
890,29580,"american-literature,classic-sci-fi,classics,fantasy,fantasy-sci-fi,fantasy-scifi,fantasy-sf,fiction,fiction-sci-fi,hard-science-fiction,literature,mystery,read-sci-fi,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,speculative-fiction,to-read-sci-fi,to-read-scifi"
891,91477,"adult-fiction,contemporary,contemporary-fantasy,crime,detective,fantasy,fantasy-magic,fantasy-sci-fi,fantasy-scifi,fantasy-urban,fiction,horror,magic,modern-fantasy,mystery,mystery-thriller,noir,paranormal-fantasy,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,speculative-fiction,suspense,thriller,witches,wizards"
892,15751404,"adult-non-fiction,adult-nonfiction,economics,fiction,general-non-fiction,history,non-fiction,non-fiction-to-read,nonfiction,other-non-fiction,philosophy,politics,psychology,psychology-sociology,social-psychology,to-read-non-fiction,to-read-nonfiction"
893,870,"anime-manga,comic-manga,comics,comics-and-graphic-novels,comics-and-manga,comics-graphic-novels,comics-graphic-novels-manga,comics-manga,fantasy,favorite-manga,fiction,graphic-novel,graphic-novel-manga,graphic-novels,graphic-novels-and-comics,graphic-novels-and-manga,graphic-novels-comics,graphic-novels-manga,magic,manga,manga-and-comics,manga-and-graphic-novels,manga-anime,manga-comic,manga-comics,manga-graphic-novel,manga-graphic-novels,manga-manhwa,manga-manhwa-manhua,manga-read,manga-series,manga-to-read,mangas,military,my-manga,mystery,owned-manga,read-comics,read-manga,romance,sci-fi,science-fiction,scifi,shonen-manga,teen,to-read-manga,ya,young-adult"
894,64216,"adult-fiction,british-literature,comic-fantasy,crime,dragons,fantasy,fantasy-and-sci-fi,fantasy-fiction,fantasy-humor,fantasy-humour,fantasy-sci-fi,fantasy-scifi,fiction,fiction-fantasy,magic,mystery,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,sf-fantasy,speculative-fiction,young-adult"
895,7815,"adult-non-fiction,adult-nonfiction,american-literature,autobiography,autobiography-memoir,bio-memoir,biographies-memoirs,biography,biography-and-memoir,biography-autobiography,biography-memoir,classics,contemporary,fiction,literature,memoir,memoir-autobiography,memoir-bio,memoir-biography,memoirs,memoirs-biographies,national-book-award,non-fiction,non-fiction-to-read,nonfiction,philosophy,psychology,to-read-non-fiction"
896,80660,"adult-fiction,american-literature,contemporary,contemporary-fiction,crime,fiction,general-fiction,horror,literary-fiction,literature,modern-fiction,mystery,mystery-thriller,psychology,realistic-fiction,suspense,thriller,thrillers,to-read-fiction"
897,112537,"aliens,classic-sci-fi,classics,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,hard-sci-fi,hard-science-fiction,hugo-award,hugo-award-winners,literature,mystery,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,sci-fi-to-read,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,space-travel,speculative-fiction,to-read-fiction,to-read-sci-fi,to-read-scifi"
898,43758,"adult-fiction,american-literature,classics,contemporary,contemporary-fiction,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,general-fiction,ghost,gothic,gothic-fiction,gothic-horror,historical,historical-fiction,horror,horror-thriller,literature,paranormal-fantasy,paranormal-fiction,paranormal-romance,romance,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,speculative-fiction,suspense,thriller,vampire-fiction"
899,53835,"adult-fiction,american-classics,american-literature,classic-fiction,classic-literature,classics,classics-to-read,fiction,general-fiction,historical,historical-fiction,history,literary-fiction,literature,pulitzer-fiction,romance,the-classics,to-read-classics,to-read-fiction"
900,61535,"classics,history,natural-history,non-fiction,non-fiction-science,non-fiction-to-read,nonfiction,nonfiction-science,nonfiction-to-read,philosophy,psychology,to-read-non-fiction,to-read-nonfiction"
901,4965,"adult-fiction,contemporary,contemporary-fiction,fiction,fiction-historical,general-fiction,historic-fiction,historical,historical-fiction,historical-novel,historical-novels,historicalfiction,history,literary-fiction,literature,romance,to-read-fiction,young-adult"
902,32508,"adult-fiction,contemporary,crime,crime-and-mystery,crime-mystery,crime-mystery-thriller,crime-thriller,detective,detective-fiction,detective-mystery,detectives,fiction,murder-mystery,mysteries-thrillers,mystery,mystery-crime,mystery-detective,mystery-series,mystery-suspense,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,noir,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
903,667,"adult-fiction,american-literature,classic-fiction,classic-literature,classics,contemporary,fantasy,fiction,general-fiction,literary-fiction,literature,philosophy,politics,romance,sci-fi,sci-fi-fantasy,science-fiction,scifi,scifi-fantasy,speculative-fiction,young-adult"
904,10140661,"adult-fiction,adult-romance,college-romance,contemporary,contemporary-romance,erotic-romance,fiction,realistic-fiction,romance,romance-contemporary,young-adult"
905,8073,"02-fantasy,children,children-books,children-picture-books,children-s,children-s-book,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,children-young-adult,childrens,childrens-book,childrens-books,childrens-fiction,childrens-lit,childrens-literature,childrens-picture-books,childrensbooks,classics,fantasy,fantasy-science-fiction,favorite-children-s-books,fiction,modern-fantasy,ya,young-adult"
906,6643090,"adult-fiction,british-fiction,british-literature,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,historical-fiction,literary-fiction,literature,love-story,modern-fiction,read-fiction,realistic-fiction,romance,to-read-fiction"
907,5598113,"adult-fiction,adult-romance,contemp-romance,contemporary,contemporary-fiction,contemporary-romance,fiction,modern-romance,romance,romance-contemporary,romance-novels,romances,women-s-fiction"
908,10909,"adult-fiction,contemporary,contemporary-fiction,crime,fiction,general-fiction,graphic-novel,literature,mystery,popular-fiction,realistic-fiction,romance,suspense,women-s-fiction,womens-fiction,ya,young-adult"
909,9067850,"children,children-s,children-s-books,childrens,contemporary,fantasy,fantasy-sci-fi,fiction,juvenile-fiction,magic,middle-grade,modern-fantasy,mystery,mythology,romance,sci-fi-fantasy,teen,ya,ya-books,ya-fantasy,ya-fiction,young-adult,young-adult-fiction"
910,51964,"adult-fiction,aliens,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,military,military-fiction,military-sci-fi,military-science-fiction,military-scifi,military-sf,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,sci-fi-to-read,science-fiction,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,speculative-fiction,to-read-fiction,to-read-sci-fi,to-read-scifi,war"
911,32692,"adult-fiction,contemporary,contemporary-fiction,creepy,crime,fantasy,fiction,fiction-horror,general-fiction,ghost,horror,horror-fiction,horror-supernatural,horror-suspense,horror-thriller,mystery,mystery-suspense,mystery-thriller,psychological-thriller,science-fiction,suspense,suspense-thriller,thriller,thriller-horror,thriller-suspense,thrillers"
912,6427,"adult-fiction,contemporary,contemporary-fiction,contemporary-romance,cozy-mystery,crime,crime-mystery,detective,fiction,murder-mystery,mystery,mystery-crime,mystery-series,mystery-suspense,mystery-thriller,romance,romantic-suspense,suspense,thriller"
913,327847,"adult-non-fiction,classics,fiction,history,non-fiction,nonfiction,to-read-nonfiction"
914,21611,"aliens,classic-sci-fi,classics,fantasy,fantasy-scifi,fiction,hugo-award,military,military-sci-fi,military-science-fiction,military-scifi,military-sf,politics,sci-fi,sci-fi-fantasy,sci-fi-to-read,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,space,to-read-fiction,to-read-sci-fi,to-read-scifi,war"
915,10585,"adult-fiction,contemporary,contemporary-fiction,creepy,fantasy,fiction,fiction-horror,general-fiction,ghost,horror,horror-fiction,horror-suspense,horror-thriller,mystery,mystery-thriller,sci-fi,sci-fi-fantasy,science-fiction,scifi-fantasy,suspense,suspense-thriller,thriller,thriller-horror,thrillers"
916,7603,"autobiography,autobiography-memoir,bio-memoir,biographies-and-memoirs,biographies-memoirs,biography,biography-and-memoir,biography-autobiography,biography-memoir,classics,contemporary,fiction,historical,historical-fiction,history,literature,memoir,memoir-autobiography,memoir-biography,memoirs,non-fiction,nonfiction,politics,to-read-non-fiction,war"
917,944073,"adult-fantasy,adult-fiction,fantasy,fantasy-epic,fantasy-fiction,fantasy-sci-fi,fantasy-scifi,fantasy-series,fantasy-to-read,fiction,fiction-fantasy,genre-fantasy,gritty-fantasy,magic,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,sf-fantasy,speculative-fiction,to-read-fantasy,to-read-fiction,war"
918,114955,"children,children-s,children-s-books,children-s-lit,children-s-literature,children-young-adult,childrens,childrens-books,childrens-fiction,contemporary,crime,fantasy,fantasy-fiction,fantasy-sci-fi,fantasy-scifi,fiction,juvenile-fiction,magic,middle-grade,modern-fantasy,mystery,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,teen,ya,ya-fantasy,ya-fiction,young-adult,young-adult-fantasy,young-adult-fiction"
919,7354,"adult-fiction,american-literature,award-winner,award-winners,classics,contemporary,contemporary-fiction,contemporary-literature,fiction,fiction-general,fiction-to-read,general-fiction,historical-fiction,literary-fiction,literature,modern-classics,modern-fiction,national-book-award,pulitzer-fiction,pulitzer-prize-fiction,realistic-fiction,romance,to-read-fiction"
920,22318578,"adult-non-fiction,adult-nonfiction,non-fiction,nonfiction,philosophy,psychology,to-read-non-fiction,to-read-nonfiction"
921,18460392,"contemporary,contemporary-fiction,fiction,realistic-fiction,romance,teen,teen-fiction,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-romance,young-adult,young-adult-fiction"
922,231604,"adult-fiction,contemporary,crime,crime-mystery,crime-mystery-thriller,crime-thriller,crime-thrillers,detective,fiction,forensic-mystery,general-fiction,horror,murder-mystery,mysteries-thrillers,mystery,mystery-crime,mystery-crime-thriller,mystery-detective,mystery-series,mystery-suspense,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
